gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,gpr,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT02_59611,complete,,LCK,2024,Spring,0,"2024-02-28 09:02:22",2,14.03,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,LeBlanc,Senna,Kalista,"Renata Glasc",Alistar,Karma,,,,,,1939,1,8,1,7,21,12,1,0,0,0,0,0,0,0,0.6498,1.0211,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,30583,946.3538,0.347736,521.0315,243.0634,13,0.4023,30,0.9283,9,52,1.6091,16429,12198,377.4523,0.258329,15775,,,292,292,0,,,9.0356,3823,4503,88,3518,4778,92,305,-275,-4,1,1,0,0,1,0,5642,7131,143,5914,7820,149,-272,-689,-6,1,1,0,1,2,0,7665,9297,191,7904,10106,184,-239,-809,7,2,1,0,2,3,0,11358,12642,225,9484,12199,213,1874,443,12,5,4,1,3,4,2
LOLTMNT02_61569,complete,,LCK,2024,Spring,0,"2024-03-01 09:29:21",1,14.03,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Taliyah,"Renata Glasc",K'Sante,"Lee Sin",Vi,,,,,,1760,1,1,0,8,12,0,0,0,0,0,0,0,0,0,0.4091,0.4091,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,13447,458.4205,0.27181,498.5114,332.3523,15,0.5114,8,0.2727,7,37,1.2614,13339,9473,322.9432,0.220518,12725,,,305,293,12,,,10.3977,3099,4537,79,3089,4450,79,10,87,0,0,0,0,0,0,0,4859,7202,130,4986,7082,134,-127,120,-4,0,0,0,0,0,0,6871,10122,188,6635,9487,180,236,635,8,0,0,0,0,0,0,10292,14264,244,8236,11292,216,2056,2972,28,0,4,0,0,0,1
LOLTMNT02_61595,complete,,LCK,2024,Spring,0,"2024-03-01 10:20:23",2,14.03,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Senna,Taliyah,Varus,"Xin Zhao",K'Sante,,,,,,2125,1,2,1,12,19,9,0,0,0,0,1,0,1,0,0.5365,0.7906,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,32084,905.9012,0.361294,541.92,391.7647,18,0.5082,15,0.4235,5,54,1.5247,17363,12752,360.0565,0.248648,16875,,,377,329,48,,,10.6447,3640,4949,91,3403,4778,83,237,171,8,0,1,0,1,0,0,6086,8130,159,5333,7802,143,753,328,16,0,1,0,1,0,0,8358,11419,223,7408,10694,200,950,725,23,0,1,0,1,2,0,10890,14659,286,8822,12518,234,2068,2141,52,0,2,0,1,2,1
LOLTMNT03_48296,complete,,LCK,2024,Spring,0,"2024-03-06 08:29:39",1,14.04,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Taliyah,Maokai,Vi,Varus,Ivern,Rell,,,,,,1804,1,2,0,7,12,4,1,0,0,0,0,0,0,0,0.3991,0.5322,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,25214,838.6031,0.298893,252.6718,142.6497,21,0.6984,7,0.2328,9,53,1.7627,13057,9101,302.694,0.232946,11325,,,311,290,21,,,10.3437,3816,5118,104,3338,5018,91,478,100,13,0,1,0,0,0,0,5681,7781,159,5271,7754,145,410,27,14,0,2,0,0,0,0,7793,10733,214,7280,10003,187,513,730,27,0,2,0,0,1,1,9811,14152,257,8775,11912,225,1036,2240,32,0,5,0,0,1,1
LOLTMNT03_48298,complete,,LCK,2024,Spring,0,"2024-03-06 09:20:38",2,14.04,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Ahri,Maokai,Vi,Varus,Jax,Irelia,,,,,,1687,1,3,2,8,13,10,0,0,0,0,1,0,1,0,0.4624,0.818,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,21262,756.2063,0.308194,489.9941,294.4517,25,0.8892,24,0.8536,6,62,2.2051,12422,8705,309.6028,0.238363,12375,,,264,264,0,,,9.3894,3919,5162,99,3814,4709,92,105,453,7,0,2,0,1,2,0,6126,7989,156,5347,6956,135,779,1033,21,1,4,0,1,2,1,8001,10257,190,7545,10117,188,456,140,2,1,6,2,1,4,1,9682,11816,224,9034,11529,206,648,287,18,2,6,2,2,5,1
LOLTMNT03_50419,complete,,LCK,2024,Spring,0,"2024-03-09 05:15:10",1,14.04,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Orianna,Senna,Ashe,Vi,Neeko,,,,,,1615,1,7,0,2,13,0,1,0,0,0,0,0,0,0,0.483,0.483,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,21069,782.7492,0.438353,403.6533,367.2817,17,0.6316,18,0.6687,7,57,2.1176,13831,10261,381.2136,0.273017,11555,,,292,283,9,,,10.8483,3714,5212,105,3522,5136,100,192,76,5,0,0,0,0,0,0,5834,8544,169,5268,7974,158,566,570,11,0,1,0,0,0,0,8911,11960,232,6414,9257,179,2497,2703,53,2,1,0,0,0,1,11573,14775,269,8173,11988,223,3400,2787,46,4,1,0,0,0,1
LOLTMNT03_51351,complete,,LCK,2024,Spring,0,"2024-03-09 06:11:18",2,14.04,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Ahri,Orianna,Senna,Ashe,Aatrox,Gragas,,,,,,1886,1,3,1,6,16,7,0,0,0,0,0,0,0,0,0.509,0.7317,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,20684,658.0276,0.286288,547.1262,359.2683,28,0.8908,15,0.4772,7,70,2.2269,13990,9867,313.9024,0.22564,13125,,,312,312,0,,,9.9258,3537,5360,101,3594,5008,89,-57,352,12,0,0,0,1,0,0,5572,7943,148,5634,7921,149,-62,22,-1,1,1,1,1,2,1,7576,10656,202,7526,10542,201,50,114,1,1,2,1,1,3,1,10098,14940,249,8793,12127,236,1305,2813,13,2,3,1,1,3,2
LOLTMNT03_55288,complete,,LCK,2024,Spring,0,"2024-03-15 08:05:03",1,14.04,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Kassadin,Smolder,Vi,K'Sante,Tristana,Renekton,,,,,,1909,1,6,0,3,10,5,1,0,0,0,0,0,0,0,0.3143,0.4715,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,25263,794.0178,0.299335,712.0168,854.4893,10,0.3143,26,0.8172,7,59,1.8544,17942,13772,432.8549,0.313448,14475,,,377,365,12,,,11.8491,3863,5165,102,3425,5035,90,438,130,12,0,0,0,0,1,0,5882,8248,162,5312,7921,141,570,327,21,0,0,0,0,1,0,8164,10884,213,6513,9197,165,1651,1687,48,1,1,0,0,2,1,12550,17129,280,9032,12126,215,3518,5003,65,4,2,0,2,2,2
LOLTMNT03_55290,complete,,LCK,2024,Spring,0,"2024-03-15 08:58:03",2,14.04,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Taliyah,Smolder,Vi,K'Sante,Jax,Orianna,,,,,,1936,1,5,4,10,19,8,0,0,0,0,0,0,0,0,0.5888,0.8368,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,22162,686.8388,0.267205,395.6405,275.6715,22,0.6818,14,0.4339,11,58,1.7975,14695,10470,324.4835,0.246794,13875,,,298,290,8,,,9.2355,3911,5505,100,3649,4860,88,262,645,12,1,1,1,1,0,0,6107,8005,153,5508,7465,130,599,540,23,2,1,3,1,2,0,8033,10350,195,7482,10018,171,551,332,24,2,2,4,2,3,1,10089,12796,237,9245,12611,206,844,185,31,3,3,4,2,3,1
LOLTMNT03_54940,complete,,LCK,2024,Spring,0,"2024-03-17 09:54:02",1,14.04,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Senna,Rell,Ashe,K'Sante,Aatrox,,,,,,1934,0,4,5,4,8,21,0,0,0,0,0,0,0,0,0.2482,0.8997,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,29616,918.8004,0.404745,608.3144,588.4281,15,0.4654,10,0.3102,4,37,1.1479,16360,12139,376.5977,0.311575,16600,,,337,329,8,,,10.455,3624,4988,96,3714,4968,93,-90,20,3,0,1,1,0,4,0,6443,7677,150,6243,8202,153,200,-525,-3,1,1,2,0,6,0,9119,11313,209,9060,10935,203,59,378,6,2,1,2,1,6,0,12544,15087,267,10970,14058,238,1574,1029,29,3,2,3,1,8,1
LOLTMNT03_55575,complete,,LCK,2024,Spring,0,"2024-03-17 10:49:55",2,14.04,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Taliyah,Karma,Rell,Smolder,Rakan,Lucian,,,,,,2187,1,1,2,3,11,4,0,0,0,0,0,0,0,1,0.3018,0.4115,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,16814,461.2894,0.224435,265.7064,165.5967,23,0.631,16,0.439,9,65,1.7833,15651,10914,299.4239,0.251487,15625,,,341,321,20,,,9.3553,3428,5002,93,3662,5018,83,-234,-16,10,0,0,1,1,0,0,6082,8677,158,5592,8099,142,490,578,16,0,1,1,1,0,0,8007,11119,202,7228,9505,168,779,1614,34,0,2,1,1,1,1,9911,13214,242,8300,10797,189,1611,2417,53,0,2,1,1,1,1
LOLTMNT03_55576,complete,,LCK,2024,Spring,0,"2024-03-17 11:49:07",3,14.04,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Senna,Rell,Kalista,Lulu,Nautilus,,,,,,2558,1,9,3,3,16,14,2,0,0,0,0,0,0,0,0.3753,0.7037,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,31673,742.9163,0.261659,569.5778,808.4988,22,0.516,35,0.821,5,111,2.6036,22504,17010,398.9836,0.313912,18625,,,462,381,81,,,10.8366,3825,4735,82,3089,4652,78,736,83,4,1,1,0,0,0,2,5700,6595,116,5042,7295,124,658,-700,-8,2,1,1,0,1,2,8873,9725,180,6520,9856,161,2353,-131,19,2,1,1,0,1,2,10998,12348,235,8045,11808,195,2953,540,40,2,1,1,0,1,2
LOLTMNT01_71870,complete,,LCK,2024,Spring,0,"2024-03-20 08:06:20",1,14.05,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Yone,Senna,Kalista,Smolder,Malphite,Ahri,,,,,,1500,1,2,1,1,14,3,0,0,0,0,0,0,0,0,0.56,0.68,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8841,353.64,0.150657,584.36,623.32,8,0.32,5,0.2,4,28,1.12,10467,7131,285.24,0.190085,9730,,,267,250,17,,,10.68,3387,5228,99,3472,5182,99,-85,46,0,0,0,0,0,0,0,5706,8345,156,5267,8129,152,439,216,4,1,0,0,0,0,1,7645,10993,208,6721,10111,174,924,882,34,1,0,1,0,1,2,10467,14175,267,7944,11695,201,2523,2480,66,2,1,1,0,1,4
LOLTMNT01_71886,complete,,LCK,2024,Spring,0,"2024-03-20 08:52:19",2,14.05,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Orianna,Senna,Kalista,Smolder,Lulu,Rakan,,,,,,1795,1,3,2,7,18,9,0,0,0,0,0,0,0,0,0.6017,0.9025,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,24261,810.9526,0.319944,698.8078,681.1588,14,0.468,23,0.7688,7,55,1.8384,13678,9741,325.6045,0.24784,12625,,,315,303,12,,,10.5292,3471,5049,97,3384,4972,93,87,77,4,0,0,0,0,1,0,6112,9285,160,4789,7086,124,1323,2199,36,2,0,0,0,1,2,8633,12210,218,6555,9494,173,2078,2716,45,2,1,1,0,1,2,10427,15188,255,8713,12667,220,1714,2521,35,2,2,2,1,1,2
LOLTMNT01_74596,complete,,LCK,2024,Spring,0,"2024-03-22 08:05:45",1,14.05,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Sylas,Sejuani,Smolder,Orianna,Vi,"Renata Glasc",,,,,,1636,1,6,1,9,23,6,1,0,0,0,0,0,0,0,0.8435,1.0636,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,15256,559.511,0.192405,596.8093,444.3521,24,0.8802,14,0.5134,7,57,2.0905,13939,10326,378.7042,0.247662,13125,,,261,245,16,,,9.5721,3732,5047,92,3436,5031,95,296,16,-3,1,0,0,0,0,1,6165,8122,138,5298,7190,133,867,932,5,3,2,0,1,1,2,10467,11821,195,6794,9063,165,3673,2758,30,6,3,0,1,2,3,12846,14471,235,9598,12256,214,3248,2215,21,6,6,1,2,4,4
LOLTMNT01_73984,complete,,LCK,2024,Spring,0,"2024-03-22 08:54:59",2,14.05,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,"Aurelion Sol",Smolder,Senna,Sejuani,Ahri,Renekton,,,,,,1951,1,8,3,10,24,13,2,1,0,0,0,0,0,0,0.7381,1.1379,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,33053,1016.4941,0.307281,679.2209,292.6807,18,0.5536,7,0.2153,6,47,1.4454,15843,11587,356.3403,0.256887,14650,,,309,297,12,,,9.5028,3218,4874,86,3488,5175,97,-270,-301,-11,0,0,0,0,0,0,5140,7777,141,5249,8141,150,-109,-364,-9,0,1,0,0,1,0,7832,10628,193,6766,10259,179,1066,369,14,3,1,1,0,2,1,9886,13111,225,8519,12755,203,1367,356,22,4,2,3,1,4,2
LOLTMNT02_69557,complete,,LCK,2024,Spring,1,"2024-04-03 08:12:28",1,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,"Lee Sin",Rek'Sai,Rell,Sejuani,Jayce,,,,,,1918,1,2,1,6,11,5,0,0,0,0,0,0,0,0,0.3441,0.5005,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,17476,546.6945,0.261492,468.6444,464.6715,48,1.5016,35,1.0949,8,121,3.7852,13933,9745,304.8488,0.253034,12910,,,354,338,16,,,11.074,3405,4989,96,3251,4719,86,154,270,10,0,0,0,0,0,0,5702,8208,165,4879,7347,134,823,861,31,0,0,0,0,0,0,7817,11100,229,6591,9903,180,1226,1197,49,0,0,0,0,0,0,10250,13722,289,8537,12678,232,1713,1044,57,1,0,0,0,0,0
LOLTMNT02_68560,complete,,LCK,2024,Spring,1,"2024-04-03 09:05:56",2,14.06,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tristana,Senna,"Lee Sin",Kalista,Rek'Sai,Renekton,,,,,,2121,0,2,4,2,9,22,0,0,0,0,0,0,0,0,0.2546,0.8769,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,17197,486.4781,0.221519,748.826,807.5248,13,0.3678,25,0.7072,5,64,1.8105,15610,11008,311.4003,0.281489,15375,,,366,334,32,,,10.3536,3650,5082,100,3417,5062,96,233,20,4,0,0,0,0,0,0,6407,7799,155,5803,8285,152,604,-486,3,1,0,1,1,2,0,8751,10681,210,8552,10872,189,199,-191,21,1,1,2,4,4,0,10837,13806,275,10792,13633,244,45,173,31,1,1,2,5,4,0
LOLTMNT02_69562,complete,,LCK,2024,Spring,1,"2024-04-03 10:02:56",3,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,"Lee Sin",Rek'Sai,Rell,Rakan,Lulu,,,,,,1899,1,4,2,5,12,8,0,0,0,0,0,0,0,1,0.3791,0.6319,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,25352,801.0111,0.367005,375.6714,331.2164,18,0.5687,20,0.6319,6,51,1.6114,15819,11669,368.6888,0.295188,13650,,,324,320,4,,,10.237,3719,4909,98,3874,5010,94,-155,-101,4,0,0,1,1,0,1,5801,7330,151,5761,7570,145,40,-240,6,0,0,1,1,0,1,8607,10623,212,7721,10229,199,886,394,13,0,1,1,1,0,1,10661,12845,251,10095,13763,238,566,-918,13,0,2,2,2,1,1
LOLTMNT02_69563,complete,,LCK,2024,Spring,1,"2024-04-03 10:56:01",4,14.06,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Senna,"Lee Sin",Kalista,Ahri,Kassadin,,,,,,2283,0,1,2,5,8,9,0,0,0,0,0,0,0,0,0.2102,0.4468,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,2,21940,576.6097,0.284669,721.3403,707.6741,16,0.4205,21,0.5519,5,55,1.4455,16264,11331,297.7924,0.267013,15175,,,406,402,4,,,10.6702,3391,4964,95,3591,4896,88,-200,68,7,0,0,0,0,0,0,5459,8062,161,5703,7765,143,-244,297,18,0,0,0,0,1,0,7229,10274,206,7800,10772,194,-571,-498,12,0,0,0,0,2,0,9040,12775,253,10587,14026,240,-1547,-1251,13,0,1,1,0,3,0
LOLTMNT02_69570,complete,,LCK,2024,Spring,1,"2024-04-03 11:57:14",5,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Taliyah,"Lee Sin",Rek'Sai,Vi,Kassadin,Renekton,,,,,,2194,1,8,2,8,17,12,2,0,0,0,1,1,0,0,0.4649,0.7931,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,34197,935.196,0.363257,465.8067,301.5588,23,0.629,12,0.3282,8,76,2.0784,18878,14127,386.3355,0.303804,17300,,,399,359,40,,,10.9116,3869,4887,100,3407,4928,87,462,-41,13,1,0,0,0,0,0,6303,7990,156,5652,8059,146,651,-69,10,3,0,1,0,1,0,8827,11077,216,7931,10621,194,896,456,22,3,1,1,0,2,0,11163,14295,266,10160,12849,230,1003,1446,36,4,3,1,2,4,1
LOLTMNT02_70202,complete,,LCK,2024,Spring,1,"2024-04-06 06:12:28",1,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Maokai,Vi,Rakan,"Xin Zhao",Nocturne,,,,,,2115,0,4,1,7,12,19,0,0,0,0,0,0,0,0,0.3404,0.8794,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,43910,1245.6738,0.4173,596.9645,679.8014,16,0.4539,17,0.4823,3,57,1.617,15268,10678,302.922,0.26534,14325,,,326,314,12,,,9.2482,3574,5051,95,3627,4758,90,-53,293,5,0,0,0,1,0,0,5527,8003,154,5421,7702,143,106,301,11,0,0,0,1,0,0,7584,10771,202,8023,10096,194,-439,675,8,1,3,0,3,0,1,9788,12929,240,10039,12260,226,-251,669,14,2,3,0,5,1,1
LOLTMNT02_71173,complete,,LCK,2024,Spring,1,"2024-04-06 07:08:42",2,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,"Aurelion Sol",Maokai,Vi,Rek'Sai,K'Sante,Akali,,,,,,2447,1,3,1,7,11,8,1,0,0,0,0,0,0,0,0.2697,0.4659,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,38528,944.6996,0.334758,507.7319,305.0511,23,0.564,16,0.3923,8,86,2.1087,17783,12516,306.8901,0.253908,18050,,,410,394,16,,,10.0531,3363,4903,91,3391,4872,93,-28,31,-2,0,0,0,0,0,0,5392,8186,155,5218,7845,147,174,341,8,0,0,0,0,0,0,7390,10555,203,7294,10287,183,96,268,20,0,0,1,1,1,0,9290,13234,257,8992,12771,233,298,463,24,0,0,1,1,1,0
LOLTMNT02_71199,complete,,LCK,2024,Spring,1,"2024-04-06 08:10:18",3,14.06,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Senna,Maokai,Kalista,Thresh,Alistar,,,,,,2567,1,2,4,16,23,22,0,0,0,0,0,0,0,0,0.5376,1.0518,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,34521,806.8796,0.232052,728.8118,1037.8107,12,0.2805,22,0.5142,8,51,1.1921,16079,10567,246.9887,0.199137,14700,,,337,333,4,,,7.8769,3262,4584,89,3417,4523,93,-155,61,-4,0,0,0,0,0,0,5226,7589,149,5522,7687,154,-296,-98,-5,0,0,0,0,2,0,6900,9899,187,7253,9738,189,-353,161,-2,0,2,1,0,4,0,8637,12176,228,9060,12591,232,-423,-415,-4,0,4,2,0,8,1
LOLTMNT02_71247,complete,,LCK,2024,Spring,1,"2024-04-06 09:15:00",4,14.06,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Senna,Maokai,Kalista,Rek'Sai,Corki,,,,,,1961,1,5,2,12,19,13,2,0,0,0,0,0,0,0,0.5813,0.9791,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,19996,611.8103,0.320917,554.9618,719.0515,18,0.5507,17,0.5201,7,56,1.7134,15681,11405,348.9546,0.278307,13975,,,288,280,8,,,8.8118,3518,4537,88,3253,4488,88,265,49,0,0,2,0,0,1,1,5598,7735,148,4928,7076,136,670,659,12,0,2,0,0,2,1,8348,10702,197,6192,9114,170,2156,1588,27,1,5,1,0,2,2,11390,12957,223,8448,11778,213,2942,1179,10,3,8,2,2,3,3
LOLTMNT02_76144,complete,,LCK,2024,Spring,1,"2024-04-14 06:25:50",1,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Vi,Varus,Orianna,"Renata Glasc",Alistar,,,,,,2597,1,6,2,14,24,10,1,0,0,0,0,0,0,0,0.5545,0.7855,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,47674,1101.4401,0.346028,609.7266,474.6862,30,0.6931,27,0.6238,13,97,2.241,22397,16824,388.6946,0.29604,18925,,,468,432,36,,,10.8125,3531,5010,96,3330,4931,90,201,79,6,0,0,0,0,0,0,5617,8236,160,5056,7473,143,561,763,17,0,0,0,0,0,0,7974,10874,215,6976,10261,196,998,613,19,0,1,0,0,1,1,10432,13938,265,8296,11441,221,2136,2497,44,1,4,1,0,1,2
LOLTMNT02_76145,complete,,LCK,2024,Spring,1,"2024-04-14 07:32:22",2,14.06,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,"Aurelion Sol",Senna,Orianna,Ashe,Vi,"Lee Sin",,,,,,1920,0,9,3,1,13,17,2,1,1,0,0,0,0,0,0.4063,0.9375,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,36951,1154.7188,0.393653,477.5313,229.5313,21,0.6563,11,0.3438,10,50,1.5625,15919,11727,366.4688,0.343405,16050,,,310,305,5,,,9.6875,3400,5103,94,3343,4858,91,57,245,3,0,0,0,0,0,0,5481,7753,145,4990,7392,136,491,361,9,1,0,1,0,1,1,8846,10936,207,7818,10224,194,1028,712,13,4,0,1,0,2,1,10767,13126,248,9716,12687,226,1051,439,22,5,0,2,0,5,2
LOLTMNT02_76146,complete,,LCK,2024,Spring,1,"2024-04-14 08:26:29",3,14.06,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,Vi,Varus,Orianna,Vayne,K'Sante,,,,,,2272,0,1,6,6,9,23,0,0,0,0,0,0,0,0,0.2377,0.8451,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,32011,845.3609,0.298157,756.1796,1058.5299,18,0.4754,14,0.3697,6,49,1.294,13740,8830,233.1866,0.241148,13410,,,308,308,0,,,8.1338,3641,5150,100,3714,4864,95,-73,286,5,0,0,0,1,0,0,6358,8232,158,5832,7507,145,526,725,13,1,2,0,2,1,1,8108,10341,187,7611,9900,186,497,441,1,1,3,1,2,2,2,9969,13064,237,10999,13594,235,-1030,-530,2,1,4,2,4,5,2
